Hospital,Region,Medicine,Month,Demand,Inventory,LeadTimeDays
HOSP_016,SW,FluVax,3,115,94,3
HOSP_016,SW,FluVax,4,129,206,10
HOSP_016,SW,FluVax,5,408,157,2
HOSP_016,SW,FluVax,6,325,320,10
HOSP_016,SW,FluVax,7,115,203,3
HOSP_016,SW,FluVax,8,291,387,14
HOSP_016,SW,FluVax,9,104,125,2
HOSP_016,SW,FluVax,10,356,98,3
HOSP_016,SW,FluVax,11,231,95,21
HOSP_016,SW,FluVax,12,454,238,21
HOSP_016,SW,Insulin,1,219,397,21
HOSP_016,SW,Insulin,2,232,120,2
HOSP_016,SW,Insulin,3,307,75,2
HOSP_016,SW,Insulin,4,204,117,14
HOSP_016,SW,Insulin,5,104,189,3
HOSP_016,SW,Insulin,6,96,127,21
HOSP_016,SW,Insulin,7,107,115,3
HOSP_016,SW,Insulin,8,316,254,2
HOSP_016,SW,Insulin,9,387,95,7
HOSP_016,SW,Insulin,10,196,371,10
HOSP_016,SW,Insulin,11,272,183,14
HOSP_016,SW,Insulin,12,164,67,10
HOSP_016,SW,Antibiotic,1,375,97,7
HOSP_016,SW,Antibiotic,2,319,102,7
HOSP_016,SW,Antibiotic,3,285,241,7
HOSP_016,SW,Antibiotic,4,133,230,14
HOSP_016,SW,Antibiotic,5,241,377,14
HOSP_016,SW,Antibiotic,6,406,377,3
HOSP_016,SW,Antibiotic,7,159,315,10
HOSP_016,SW,Antibiotic,8,231,287,3
HOSP_016,SW,Antibiotic,9,235,272,7
HOSP_016,SW,Antibiotic,10,262,53,3
HOSP_016,SW,Antibiotic,11,240,387,14
HOSP_016,SW,Antibiotic,12,133,130,3
HOSP_016,SW,PainRelief,1,327,189,2
HOSP_016,SW,PainRelief,2,266,173,14
HOSP_016,SW,PainRelief,3,466,302,21
HOSP_016,SW,PainRelief,4,513,391,14
HOSP_016,SW,PainRelief,5,295,178,3
HOSP_016,SW,PainRelief,6,456,93,21
HOSP_016,SW,PainRelief,7,257,100,3
HOSP_016,SW,PainRelief,8,367,297,21
HOSP_016,SW,PainRelief,9,288,67,10
HOSP_016,SW,PainRelief,10,156,353,3
HOSP_016,SW,PainRelief,11,229,283,3
HOSP_016,SW,PainRelief,12,170,275,2
HOSP_016,SW,Antiviral,1,303,281,2
HOSP_016,SW,Antiviral,2,176,224,2
HOSP_016,SW,Antiviral,3,253,295,3
HOSP_016,SW,Antiviral,4,180,121,14
HOSP_016,SW,Antiviral,5,216,188,3
HOSP_016,SW,Antiviral,6,398,210,14
HOSP_016,SW,Antiviral,7,228,399,7
HOSP_016,SW,Antiviral,8,172,257,2
HOSP_016,SW,Antiviral,9,123,106,14
HOSP_016,SW,Antiviral,10,284,62,7
HOSP_016,SW,Antiviral,11,193,304,10
HOSP_016,SW,Antiviral,12,380,205,3
HOSP_016,SW,PPE_Mask,1,427,253,21
HOSP_016,SW,PPE_Mask,2,177,320,14
HOSP_016,SW,PPE_Mask,3,428,230,21
HOSP_016,SW,PPE_Mask,4,264,297,10
HOSP_016,SW,PPE_Mask,5,366,114,10
HOSP_016,SW,PPE_Mask,6,120,200,14
HOSP_016,SW,PPE_Mask,7,420,172,21
HOSP_016,SW,PPE_Mask,8,253,153,14
HOSP_016,SW,PPE_Mask,9,191,269,2
HOSP_016,SW,PPE_Mask,10,387,293,21
HOSP_016,SW,PPE_Mask,11,255,91,21
HOSP_016,SW,PPE_Mask,12,175,120,2
HOSP_017,NW,FluVax,1,286,231,7
HOSP_017,NW,FluVax,2,84,385,10
HOSP_017,NW,FluVax,3,441,58,14
HOSP_017,NW,FluVax,4,333,112,2
HOSP_017,NW,FluVax,5,202,304,14
HOSP_017,NW,FluVax,6,167,219,10
HOSP_017,NW,FluVax,7,165,267,2
HOSP_017,NW,FluVax,8,197,393,7
HOSP_017,NW,FluVax,9,327,264,3
HOSP_017,NW,FluVax,10,374,288,7
HOSP_017,NW,FluVax,11,439,129,2
HOSP_017,NW,FluVax,12,427,76,10
HOSP_017,NW,Insulin,1,397,360,14
HOSP_017,NW,Insulin,2,240,93,3
HOSP_017,NW,Insulin,3,415,194,3
HOSP_017,NW,Insulin,4,345,94,3
HOSP_017,NW,Insulin,5,315,349,2
HOSP_017,NW,Insulin,6,163,83,3
HOSP_017,NW,Insulin,7,79,280,14
HOSP_017,NW,Insulin,8,115,177,7
HOSP_017,NW,Insulin,9,376,134,21
HOSP_017,NW,Insulin,10,118,194,14
HOSP_017,NW,Insulin,11,203,215,7
HOSP_017,NW,Insulin,12,129,210,14
HOSP_017,NW,Antibiotic,1,333,341,3
HOSP_017,NW,Antibiotic,2,243,311,2
HOSP_017,NW,Antibiotic,3,499,129,21
HOSP_017,NW,Antibiotic,4,304,231,2
HOSP_017,NW,Antibiotic,5,284,106,14
HOSP_017,NW,Antibiotic,6,265,242,14
HOSP_017,NW,Antibiotic,7,84,202,14
HOSP_017,NW,Antibiotic,8,137,221,14
HOSP_017,NW,Antibiotic,9,429,136,2
HOSP_017,NW,Antibiotic,10,111,324,7
HOSP_017,NW,Antibiotic,11,279,307,21
HOSP_017,NW,Antibiotic,12,162,374,3
HOSP_017,NW,PainRelief,1,286,246,21
HOSP_017,NW,PainRelief,2,411,334,2
HOSP_017,NW,PainRelief,3,278,106,7
HOSP_017,NW,PainRelief,4,173,335,7
HOSP_017,NW,PainRelief,5,328,332,7
HOSP_017,NW,PainRelief,6,238,370,14
HOSP_017,NW,PainRelief,7,230,145,21
HOSP_017,NW,PainRelief,8,179,195,21
HOSP_017,NW,PainRelief,9,341,359,21
HOSP_017,NW,PainRelief,10,353,87,7
HOSP_017,NW,PainRelief,11,370,253,3
HOSP_017,NW,PainRelief,12,304,208,10
HOSP_017,NW,Antiviral,1,177,50,2
HOSP_017,NW,Antiviral,2,213,182,10
HOSP_017,NW,Antiviral,3,192,123,21
HOSP_017,NW,Antiviral,4,158,245,21
HOSP_017,NW,Antiviral,5,186,94,3
HOSP_017,NW,Antiviral,6,261,93,21
HOSP_017,NW,Antiviral,7,225,263,21
HOSP_017,NW,Antiviral,8,215,381,14
HOSP_017,NW,Antiviral,9,109,187,2
HOSP_017,NW,Antiviral,10,312,374,3
HOSP_017,NW,Antiviral,11,242,53,7
HOSP_017,NW,Antiviral,12,186,217,21
HOSP_017,NW,PPE_Mask,1,199,373,21
HOSP_017,NW,PPE_Mask,2,365,311,2
HOSP_017,NW,PPE_Mask,3,188,397,7
HOSP_017,NW,PPE_Mask,4,172,156,7
HOSP_017,NW,PPE_Mask,5,322,62,3
HOSP_017,NW,PPE_Mask,6,114,385,14
HOSP_017,NW,PPE_Mask,7,220,376,14
HOSP_017,NW,PPE_Mask,8,219,165,3
HOSP_017,NW,PPE_Mask,9,142,115,21
HOSP_017,NW,PPE_Mask,10,239,69,2
HOSP_017,NW,PPE_Mask,11,280,194,14
HOSP_017,NW,PPE_Mask,12,318,140,21
HOSP_018,SE,FluVax,1,364,398,14
HOSP_018,SE,FluVax,2,216,327,3
HOSP_018,SE,FluVax,3,122,292,3
HOSP_018,SE,FluVax,4,253,225,10
HOSP_018,SE,FluVax,5,151,218,7
HOSP_018,SE,FluVax,6,304,230,14
HOSP_018,SE,FluVax,7,406,87,14
HOSP_018,SE,FluVax,8,209,273,3
HOSP_018,SE,FluVax,9,296,174,3
HOSP_018,SE,FluVax,10,160,52,14
HOSP_018,SE,FluVax,11,382,151,21
HOSP_018,SE,FluVax,12,318,160,3
HOSP_018,SE,Insulin,1,522,152,2
HOSP_018,SE,Insulin,2,297,240,7
HOSP_018,SE,Insulin,3,260,118,2
HOSP_018,SE,Insulin,4,453,279,14
HOSP_018,SE,Insulin,5,383,98,21
HOSP_018,SE,Insulin,6,367,267,14
HOSP_018,SE,Insulin,7,285,121,14
HOSP_018,SE,Insulin,8,286,193,2
HOSP_018,SE,Insulin,9,66,198,3
HOSP_018,SE,Insulin,10,383,139,3
HOSP_018,SE,Insulin,11,309,369,21
HOSP_018,SE,Insulin,12,222,390,10
HOSP_018,SE,Antibiotic,1,179,314,21
HOSP_018,SE,Antibiotic,2,194,129,10
HOSP_018,SE,Antibiotic,3,302,281,14
HOSP_018,SE,Antibiotic,4,269,215,21
HOSP_018,SE,Antibiotic,5,281,354,7
HOSP_018,SE,Antibiotic,6,273,264,14
HOSP_018,SE,Antibiotic,7,325,107,21
HOSP_018,SE,Antibiotic,8,226,178,3
HOSP_018,SE,Antibiotic,9,387,115,3
HOSP_018,SE,Antibiotic,10,298,51,10
HOSP_018,SE,Antibiotic,11,359,114,2
HOSP_018,SE,Antibiotic,12,343,166,10
HOSP_018,SE,PainRelief,1,346,380,21
HOSP_018,SE,PainRelief,2,180,382,2
HOSP_018,SE,PainRelief,3,324,65,7
HOSP_018,SE,PainRelief,4,451,256,2
HOSP_018,SE,PainRelief,5,363,348,14
HOSP_018,SE,PainRelief,6,332,124,3
HOSP_018,SE,PainRelief,7,239,364,7
HOSP_018,SE,PainRelief,8,131,75,2
HOSP_018,SE,PainRelief,9,202,181,10
HOSP_018,SE,PainRelief,10,331,337,10
HOSP_018,SE,PainRelief,11,393,359,10
HOSP_018,SE,PainRelief,12,350,129,3
HOSP_018,SE,Antiviral,1,235,230,10
HOSP_018,SE,Antiviral,2,178,229,14
HOSP_018,SE,Antiviral,3,344,70,10
HOSP_018,SE,Antiviral,4,315,96,14
HOSP_018,SE,Antiviral,5,185,292,2
HOSP_018,SE,Antiviral,6,115,150,3
HOSP_018,SE,Antiviral,7,312,51,7
HOSP_018,SE,Antiviral,8,259,278,3
HOSP_018,SE,Antiviral,9,256,61,7
HOSP_018,SE,Antiviral,10,264,81,3
HOSP_018,SE,Antiviral,11,255,149,3
HOSP_018,SE,Antiviral,12,418,78,14
HOSP_018,SE,PPE_Mask,1,309,206,14
HOSP_018,SE,PPE_Mask,2,339,221,7
HOSP_018,SE,PPE_Mask,3,292,259,3
HOSP_018,SE,PPE_Mask,4,187,161,2
HOSP_018,SE,PPE_Mask,5,505,141,10
HOSP_018,SE,PPE_Mask,6,196,147,10
HOSP_018,SE,PPE_Mask,7,225,79,3
HOSP_018,SE,PPE_Mask,8,264,234,14
HOSP_018,SE,PPE_Mask,9,252,117,2
HOSP_018,SE,PPE_Mask,10,166,212,2
HOSP_018,SE,PPE_Mask,11,164,96,3
HOSP_018,SE,PPE_Mask,12,223,159,14
HOSP_019,SE,FluVax,1,208,211,14
HOSP_019,SE,FluVax,2,522,104,7
HOSP_019,SE,FluVax,3,199,247,7
HOSP_019,SE,FluVax,4,175,347,10
HOSP_019,SE,FluVax,5,369,195,14
HOSP_019,SE,FluVax,6,376,95,10
HOSP_019,SE,FluVax,7,393,79,3
HOSP_019,SE,FluVax,8,163,164,10
HOSP_019,SE,FluVax,9,178,377,7
HOSP_019,SE,FluVax,10,158,75,7
HOSP_019,SE,FluVax,11,387,237,2
HOSP_019,SE,FluVax,12,430,146,3
HOSP_019,SE,Insulin,1,219,226,3
HOSP_019,SE,Insulin,2,457,318,10
HOSP_019,SE,Insulin,3,180,166,21
HOSP_019,SE,Insulin,4,544,88,2
HOSP_019,SE,Insulin,5,427,183,21
HOSP_019,SE,Insulin,6,342,265,3
HOSP_019,SE,Insulin,7,239,235,21
HOSP_019,SE,Insulin,8,163,75,10
HOSP_019,SE,Insulin,9,171,153,3
HOSP_019,SE,Insulin,10,587,282,3
HOSP_019,SE,Insulin,11,154,318,3
HOSP_019,SE,Insulin,12,177,340,21
HOSP_019,SE,Antibiotic,1,317,241,2
HOSP_019,SE,Antibiotic,2,571,152,2
HOSP_019,SE,Antibiotic,3,319,141,14
HOSP_019,SE,Antibiotic,4,277,346,3
HOSP_019,SE,Antibiotic,5,351,223,14
HOSP_019,SE,Antibiotic,6,314,365,3
HOSP_019,SE,Antibiotic,7,492,264,3
HOSP_019,SE,Antibiotic,8,291,281,3
HOSP_019,SE,Antibiotic,9,295,343,14
HOSP_019,SE,Antibiotic,10,375,332,3
HOSP_019,SE,Antibiotic,11,172,176,7
HOSP_019,SE,Antibiotic,12,291,125,10
HOSP_019,SE,PainRelief,1,170,134,7
HOSP_019,SE,PainRelief,2,223,265,2
HOSP_019,SE,PainRelief,3,339,276,3
HOSP_019,SE,PainRelief,4,156,107,14
HOSP_019,SE,PainRelief,5,297,87,10
HOSP_019,SE,PainRelief,6,277,170,3
HOSP_019,SE,PainRelief,7,196,62,7
HOSP_019,SE,PainRelief,8,376,362,7
HOSP_019,SE,PainRelief,9,281,254,2
HOSP_019,SE,PainRelief,10,347,358,10
HOSP_019,SE,PainRelief,11,455,265,3
HOSP_019,SE,PainRelief,12,162,381,14
HOSP_019,SE,Antiviral,1,236,221,2
HOSP_019,SE,Antiviral,2,414,227,14
HOSP_019,SE,Antiviral,3,172,263,2
HOSP_019,SE,Antiviral,4,425,354,3
HOSP_019,SE,Antiviral,5,254,78,14
HOSP_019,SE,Antiviral,6,285,338,2
HOSP_019,SE,Antiviral,7,133,142,10
HOSP_019,SE,Antiviral,8,375,126,3
HOSP_019,SE,Antiviral,9,147,238,21
HOSP_019,SE,Antiviral,10,450,375,7
HOSP_019,SE,Antiviral,11,149,251,14
HOSP_019,SE,Antiviral,12,307,267,14
HOSP_019,SE,PPE_Mask,1,316,276,3
HOSP_019,SE,PPE_Mask,2,102,340,2
HOSP_019,SE,PPE_Mask,3,378,346,21
HOSP_019,SE,PPE_Mask,4,319,202,3
HOSP_019,SE,PPE_Mask,5,310,152,2
HOSP_019,SE,PPE_Mask,6,292,247,14
HOSP_019,SE,PPE_Mask,7,505,231,21
HOSP_019,SE,PPE_Mask,8,187,364,14
HOSP_019,SE,PPE_Mask,9,86,73,14
HOSP_019,SE,PPE_Mask,10,267,74,7
HOSP_019,SE,PPE_Mask,11,229,377,10
HOSP_019,SE,PPE_Mask,12,266,102,10
HOSP_020,MW,FluVax,1,154,149,21
HOSP_020,MW,FluVax,2,345,64,7
HOSP_020,MW,FluVax,3,335,179,10
HOSP_020,MW,FluVax,4,220,263,3
HOSP_020,MW,FluVax,5,138,243,7
HOSP_020,MW,FluVax,6,334,278,3
HOSP_020,MW,FluVax,7,135,240,10
HOSP_020,MW,FluVax,8,326,127,10
HOSP_020,MW,FluVax,9,159,260,21
HOSP_020,MW,FluVax,10,345,355,14
HOSP_020,MW,FluVax,11,543,150,14
HOSP_020,MW,FluVax,12,239,292,2
HOSP_020,MW,Insulin,1,104,386,21
HOSP_020,MW,Insulin,2,467,207,2
HOSP_020,MW,Insulin,3,153,387,14
HOSP_020,MW,Insulin,4,207,339,7
HOSP_020,MW,Insulin,5,174,362,7
HOSP_020,MW,Insulin,6,228,248,14
HOSP_020,MW,Insulin,7,534,91,10
HOSP_020,MW,Insulin,8,400,269,3
HOSP_020,MW,Insulin,9,196,310,2
HOSP_020,MW,Insulin,10,160,377,3
HOSP_020,MW,Insulin,11,87,239,10
HOSP_020,MW,Insulin,12,164,291,21
HOSP_020,MW,Antibiotic,1,561,279,10
HOSP_020,MW,Antibiotic,2,180,272,3
HOSP_020,MW,Antibiotic,3,339,372,14
HOSP_020,MW,Antibiotic,4,159,107,2
HOSP_020,MW,Antibiotic,5,434,330,10
HOSP_020,MW,Antibiotic,6,105,88,7
HOSP_020,MW,Antibiotic,7,275,333,14
HOSP_020,MW,Antibiotic,8,419,289,3
HOSP_020,MW,Antibiotic,9,136,359,21
HOSP_020,MW,Antibiotic,10,297,270,7
HOSP_020,MW,Antibiotic,11,343,251,3
HOSP_020,MW,Antibiotic,12,575,295,10
HOSP_020,MW,PainRelief,1,131,204,2
HOSP_020,MW,PainRelief,2,159,89,14
HOSP_020,MW,PainRelief,3,95,136,7
HOSP_020,MW,PainRelief,4,486,359,10
HOSP_020,MW,PainRelief,5,204,201,3
HOSP_020,MW,PainRelief,6,266,225,7
HOSP_020,MW,PainRelief,7,161,268,10
HOSP_020,MW,PainRelief,8,182,128,10
HOSP_020,MW,PainRelief,9,422,270,2
HOSP_020,MW,PainRelief,10,248,254,14
HOSP_020,MW,PainRelief,11,345,170,14
HOSP_020,MW,PainRelief,12,182,288,21
HOSP_020,MW,Antiviral,1,426,61,3
HOSP_020,MW,Antiviral,2,328,266,7
HOSP_020,MW,Antiviral,3,257,361,2
HOSP_020,MW,Antiviral,4,227,302,21
HOSP_020,MW,Antiviral,5,181,284,10
HOSP_020,MW,Antiviral,6,337,71,14
HOSP_020,MW,Antiviral,7,200,104,3
HOSP_020,MW,Antiviral,8,207,281,2
HOSP_020,MW,Antiviral,9,183,201,10
HOSP_020,MW,Antiviral,10,246,142,3
HOSP_020,MW,Antiviral,11,307,82,10
HOSP_020,MW,Antiviral,12,385,250,21
HOSP_020,MW,PPE_Mask,1,195,278,3
HOSP_020,MW,PPE_Mask,2,375,190,10
HOSP_020,MW,PPE_Mask,3,283,116,21
HOSP_020,MW,PPE_Mask,4,144,168,3
HOSP_020,MW,PPE_Mask,5,313,386,3
HOSP_020,MW,PPE_Mask,6,261,204,10
HOSP_020,MW,PPE_Mask,7,334,163,10
HOSP_020,MW,PPE_Mask,8,482,68,21
HOSP_020,MW,PPE_Mask,9,243,128,2
HOSP_020,MW,PPE_Mask,10,308,145,2
HOSP_020,MW,PPE_Mask,11,440,165,7
HOSP_020,MW,PPE_Mask,12,328,298,21
HOSP_021,NW,FluVax,1,428,293,21
HOSP_021,NW,FluVax,2,427,233,2
HOSP_021,NW,FluVax,3,243,328,2
HOSP_021,NW,FluVax,4,453,95,21
HOSP_021,NW,FluVax,5,170,342,3
HOSP_021,NW,FluVax,6,312,153,2
HOSP_021,NW,FluVax,7,119,162,21
HOSP_021,NW,FluVax,8,143,361,21
HOSP_021,NW,FluVax,9,288,162,10
HOSP_021,NW,FluVax,10,404,322,7
HOSP_021,NW,FluVax,11,254,268,7
HOSP_021,NW,FluVax,12,382,277,3
HOSP_021,NW,Insulin,1,210,281,21
HOSP_021,NW,Insulin,2,207,324,7
HOSP_021,NW,Insulin,3,217,220,2
HOSP_021,NW,Insulin,4,279,376,21
HOSP_021,NW,Insulin,5,156,176,3
HOSP_021,NW,Insulin,6,281,376,2
HOSP_021,NW,Insulin,7,194,190,7
HOSP_021,NW,Insulin,8,398,393,2
HOSP_021,NW,Insulin,9,493,64,2
HOSP_021,NW,Insulin,10,233,245,7
HOSP_021,NW,Insulin,11,147,173,7
HOSP_021,NW,Insulin,12,253,126,14
HOSP_021,NW,Antibiotic,1,444,375,7
HOSP_021,NW,Antibiotic,2,328,243,7
HOSP_021,NW,Antibiotic,3,242,202,2
HOSP_021,NW,Antibiotic,4,231,311,3
HOSP_021,NW,Antibiotic,5,330,389,2
HOSP_021,NW,Antibiotic,6,254,255,7
HOSP_021,NW,Antibiotic,7,244,202,3
HOSP_021,NW,Antibiotic,8,271,309,10
HOSP_021,NW,Antibiotic,9,310,138,3
HOSP_021,NW,Antibiotic,10,422,210,21
HOSP_021,NW,Antibiotic,11,184,321,10
HOSP_021,NW,Antibiotic,12,117,393,7
HOSP_021,NW,PainRelief,1,220,162,7
HOSP_021,NW,PainRelief,2,314,267,14
HOSP_021,NW,PainRelief,3,326,164,2
HOSP_021,NW,PainRelief,4,171,240,21
HOSP_021,NW,PainRelief,5,263,226,14
HOSP_021,NW,PainRelief,6,243,252,2
HOSP_021,NW,PainRelief,7,395,265,10
HOSP_021,NW,PainRelief,8,112,204,3
HOSP_021,NW,PainRelief,9,146,174,3
HOSP_021,NW,PainRelief,10,351,225,21
HOSP_021,NW,PainRelief,11,229,317,3
HOSP_021,NW,PainRelief,12,411,188,10
HOSP_021,NW,Antiviral,1,141,336,14
HOSP_021,NW,Antiviral,2,315,279,7
HOSP_021,NW,Antiviral,3,352,320,14
HOSP_021,NW,Antiviral,4,329,352,2
HOSP_021,NW,Antiviral,5,211,154,3
HOSP_021,NW,Antiviral,6,104,203,21
HOSP_021,NW,Antiviral,7,219,306,7
HOSP_021,NW,Antiviral,8,225,110,14
HOSP_021,NW,Antiviral,9,282,178,21
HOSP_021,NW,Antiviral,10,127,319,10
HOSP_021,NW,Antiviral,11,117,257,14
HOSP_021,NW,Antiviral,12,167,243,21
HOSP_021,NW,PPE_Mask,1,213,214,2
HOSP_021,NW,PPE_Mask,2,137,91,10
HOSP_021,NW,PPE_Mask,3,318,399,3
HOSP_021,NW,PPE_Mask,4,267,105,14
HOSP_021,NW,PPE_Mask,5,342,178,2
HOSP_021,NW,PPE_Mask,6,339,217,14
HOSP_021,NW,PPE_Mask,7,170,348,2
HOSP_021,NW,PPE_Mask,8,135,175,14
HOSP_021,NW,PPE_Mask,9,308,267,21
HOSP_021,NW,PPE_Mask,10,302,210,3
HOSP_021,NW,PPE_Mask,11,129,86,10
HOSP_021,NW,PPE_Mask,12,412,302,7
HOSP_022,SE,FluVax,1,213,174,3
HOSP_022,SE,FluVax,2,355,237,7
HOSP_022,SE,FluVax,3,244,264,10
HOSP_022,SE,FluVax,4,228,211,2
HOSP_022,SE,FluVax,5,191,342,3
HOSP_022,SE,FluVax,6,302,63,10
HOSP_022,SE,FluVax,7,173,134,10
HOSP_022,SE,FluVax,8,435,253,7
HOSP_022,SE,FluVax,9,289,306,14
HOSP_022,SE,FluVax,10,395,237,14
HOSP_022,SE,FluVax,11,295,366,3
HOSP_022,SE,FluVax,12,264,382,2
HOSP_022,SE,Insulin,1,153,188,10
HOSP_022,SE,Insulin,2,243,366,7
HOSP_022,SE,Insulin,3,284,254,7
HOSP_022,SE,Insulin,4,411,79,2
HOSP_022,SE,Insulin,5,199,181,10
HOSP_022,SE,Insulin,6,201,314,21
HOSP_022,SE,Insulin,7,433,399,3
HOSP_022,SE,Insulin,8,379,253,2
HOSP_022,SE,Insulin,9,387,57,3
HOSP_022,SE,Insulin,10,393,196,21
HOSP_022,SE,Insulin,11,348,387,2
HOSP_022,SE,Insulin,12,283,203,21
HOSP_022,SE,Antibiotic,1,391,375,21
HOSP_022,SE,Antibiotic,2,402,194,7
HOSP_022,SE,Antibiotic,3,314,202,7
HOSP_022,SE,Antibiotic,4,342,105,21
HOSP_022,SE,Antibiotic,5,422,72,14
HOSP_022,SE,Antibiotic,6,357,193,2
HOSP_022,SE,Antibiotic,7,474,231,3
HOSP_022,SE,Antibiotic,8,200,161,3
HOSP_022,SE,Antibiotic,9,317,154,2
HOSP_022,SE,Antibiotic,10,355,181,7
HOSP_022,SE,Antibiotic,11,426,380,14
HOSP_022,SE,Antibiotic,12,180,323,10
HOSP_022,SE,PainRelief,1,321,153,3
HOSP_022,SE,PainRelief,2,495,330,14
HOSP_022,SE,PainRelief,3,410,285,21
HOSP_022,SE,PainRelief,4,306,191,7
HOSP_022,SE,PainRelief,5,251,188,10
HOSP_022,SE,PainRelief,6,328,159,7
HOSP_022,SE,PainRelief,7,144,96,21
HOSP_022,SE,PainRelief,8,323,262,10
HOSP_022,SE,PainRelief,9,267,53,10
HOSP_022,SE,PainRelief,10,183,305,3
HOSP_022,SE,PainRelief,11,189,137,7
HOSP_022,SE,PainRelief,12,229,77,14
HOSP_022,SE,Antiviral,1,354,274,21
HOSP_022,SE,Antiviral,2,294,192,2
HOSP_022,SE,Antiviral,3,378,352,3
HOSP_022,SE,Antiviral,4,133,313,10
HOSP_022,SE,Antiviral,5,102,108,14
HOSP_022,SE,Antiviral,6,352,98,7
HOSP_022,SE,Antiviral,7,140,304,10
HOSP_022,SE,Antiviral,8,333,143,2
HOSP_022,SE,Antiviral,9,434,95,21
HOSP_022,SE,Antiviral,10,368,124,14
HOSP_022,SE,Antiviral,11,440,388,3
HOSP_022,SE,Antiviral,12,187,377,2
HOSP_022,SE,PPE_Mask,1,329,110,2
HOSP_022,SE,PPE_Mask,2,436,165,14
HOSP_022,SE,PPE_Mask,3,284,341,3
HOSP_022,SE,PPE_Mask,4,240,116,3
HOSP_022,SE,PPE_Mask,5,278,162,14
HOSP_022,SE,PPE_Mask,6,206,398,7
HOSP_022,SE,PPE_Mask,7,329,180,2
HOSP_022,SE,PPE_Mask,8,409,179,7
HOSP_022,SE,PPE_Mask,9,150,149,2
HOSP_022,SE,PPE_Mask,10,184,190,14
HOSP_022,SE,PPE_Mask,11,146,292,2
HOSP_022,SE,PPE_Mask,12,308,189,21
HOSP_023,SE,FluVax,1,347,330,7
HOSP_023,SE,FluVax,2,418,355,21
HOSP_023,SE,FluVax,3,195,377,14
HOSP_023,SE,FluVax,4,288,328,2
HOSP_023,SE,FluVax,5,352,306,3
HOSP_023,SE,FluVax,6,389,256,3
HOSP_023,SE,FluVax,7,347,232,7
HOSP_023,SE,FluVax,8,280,332,3
HOSP_023,SE,FluVax,9,217,142,2
HOSP_023,SE,FluVax,10,185,273,2
HOSP_023,SE,FluVax,11,283,243,10
HOSP_023,SE,FluVax,12,193,60,7
HOSP_023,SE,Insulin,1,133,66,10
HOSP_023,SE,Insulin,2,434,343,2
HOSP_023,SE,Insulin,3,530,80,3
HOSP_023,SE,Insulin,4,168,302,10
HOSP_023,SE,Insulin,5,360,262,10
HOSP_023,SE,Insulin,6,271,373,2
HOSP_023,SE,Insulin,7,270,366,10
HOSP_023,SE,Insulin,8,476,267,21
HOSP_023,SE,Insulin,9,165,376,3
HOSP_023,SE,Insulin,10,212,79,21
HOSP_023,SE,Insulin,11,262,340,2
HOSP_023,SE,Insulin,12,292,229,3
HOSP_023,SE,Antibiotic,1,522,337,10
HOSP_023,SE,Antibiotic,2,442,272,14
HOSP_023,SE,Antibiotic,3,562,320,21
HOSP_023,SE,Antibiotic,4,299,75,3
HOSP_023,SE,Antibiotic,5,407,233,7
HOSP_023,SE,Antibiotic,6,253,235,14
HOSP_023,SE,Antibiotic,7,252,171,7
HOSP_023,SE,Antibiotic,8,295,205,21
HOSP_023,SE,Antibiotic,9,271,93,14
HOSP_023,SE,Antibiotic,10,292,245,3
HOSP_023,SE,Antibiotic,11,182,247,3
HOSP_023,SE,Antibiotic,12,246,138,3
HOSP_023,SE,PainRelief,1,406,245,2
HOSP_023,SE,PainRelief,2,125,57,21
HOSP_023,SE,PainRelief,3,263,151,21
HOSP_023,SE,PainRelief,4,297,335,14
HOSP_023,SE,PainRelief,5,359,280,3
HOSP_023,SE,PainRelief,6,190,158,21
HOSP_023,SE,PainRelief,7,232,62,7
HOSP_023,SE,PainRelief,8,259,391,10
HOSP_023,SE,PainRelief,9,324,323,7
HOSP_023,SE,PainRelief,10,227,152,10
HOSP_023,SE,PainRelief,11,351,319,3
HOSP_023,SE,PainRelief,12,94,73,21
HOSP_023,SE,Antiviral,1,606,214,21
HOSP_023,SE,Antiviral,2,352,256,3
HOSP_023,SE,Antiviral,3,105,123,7
HOSP_023,SE,Antiviral,4,339,105,3
HOSP_023,SE,Antiviral,5,323,167,21
HOSP_023,SE,Antiviral,6,164,336,21
HOSP_023,SE,Antiviral,7,182,374,3
HOSP_023,SE,Antiviral,8,193,97,3
HOSP_023,SE,Antiviral,9,417,114,2
HOSP_023,SE,Antiviral,10,325,108,10
HOSP_023,SE,Antiviral,11,307,97,2
HOSP_023,SE,Antiviral,12,307,317,14
HOSP_023,SE,PPE_Mask,1,389,209,3
HOSP_023,SE,PPE_Mask,2,216,196,10
HOSP_023,SE,PPE_Mask,3,340,110,2
HOSP_023,SE,PPE_Mask,4,440,180,7
HOSP_023,SE,PPE_Mask,5,351,219,2
HOSP_023,SE,PPE_Mask,6,302,279,14
HOSP_023,SE,PPE_Mask,7,277,137,2
HOSP_023,SE,PPE_Mask,8,335,138,10
HOSP_023,SE,PPE_Mask,9,296,110,3
HOSP_023,SE,PPE_Mask,10,134,351,2
HOSP_023,SE,PPE_Mask,11,333,359,2
HOSP_023,SE,PPE_Mask,12,334,276,2
HOSP_024,NW,FluVax,1,391,84,10
HOSP_024,NW,FluVax,2,419,277,7
HOSP_024,NW,FluVax,3,402,112,10
HOSP_024,NW,FluVax,4,236,371,2
